SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,TotalServices,AvgMonthlySpend,ChargePerService,IsLongTerm,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1-2 Years,tenure_group_2-4 Years,tenure_group_4-6 Years
0,0.2361111111111111,0.46318407960199004,0.1334871913224094,0,0.5,0.04042938463539322,0.18647936786654956,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0
0,0.15277777777777776,0.021890547263681587,0.025213477959843068,0,0.125,0.007629280590653984,0.09043020193151885,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
0,0.20833333333333331,0.7472636815920397,0.1645338102930995,1,0.5,0.058422371619796534,0.38700614574187875,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
0,0.013888888888888888,0.01641791044776117,0.00012693284098776788,1,0.125,0.000552237462108706,0.08077260755048288,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.06944444444444445,0.7029850746268657,0.05023655665820448,1,0.5,0.047906599837930317,0.3557506584723442,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0.4583333333333333,0.771641791044776,0.348251788599123,1,0.5,0.05772046685957316,0.4042142230026339,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,0
0,1.0,0.9194029850746269,0.9285541195476575,0,0.875,0.07297099396576145,0.21707638279192276,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,1
0,0.041666666666666664,0.2194029850746268,0.008504500346180475,0,0.25,0.010042318196824634,0.2031021363769388,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0.027777777777777776,0.6343283582089552,0.019138010616201247,1,0.375,0.037720219694468635,0.4512730465320457,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8194444444444444,0.8830845771144279,0.7077659819986153,0,0.875,0.06724451514151086,0.20105355575065847,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1
0,0.027777777777777776,0.26965174129353237,0.008158319870759288,1,0.125,0.014874395990275818,0.5276558384547849,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.986111111111111,0.5482587064676616,0.5926263558735287,0,0.625,0.044952329501685734,0.16066725197541704,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1
0,0.06944444444444445,0.2641791044776119,0.02326909762289407,0,0.125,0.01985053573036406,0.5179982440737488,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.375,0.36318407960199006,0.1721093930302331,0,0.375,0.03223814811797645,0.21202809482001755,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
0,0.013888888888888888,0.33781094527363187,0.003854142626355874,1,0.25,0.012185239653050815,0.34240561896400357,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0,0.875,0.22238805970149256,0.29657858296792056,0,0.375,0.022523372550196586,0.08779631255487275,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1
1,0.6388888888888888,0.9129353233830845,0.5603507962150935,1,0.875,0.0680950681133313,0.21422300263388938,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0
0,1.0,0.3686567164179104,0.45751211631663974,0,0.375,0.032692359084269255,0.21685689201053554,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0.4722222222222222,0.4238805970149254,0.22903300253865683,0,0.5,0.03461980080005832,0.15873573309920985,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0.3333333333333333,0.5985074626865672,0.20927763674128783,0,0.75,0.046180977820462814,0.12467076382791925,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0
0,1.0,0.5114427860696518,0.5642107085160397,0,0.75,0.041816117917005693,0.08077260755048293,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
0,0.8333333333333333,0.41393034825870645,0.41211631663974146,0,0.625,0.035779516339567004,0.0816505706760316,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1
0,0.9444444444444444,0.5835820895522389,0.5774521117009,0,0.75,0.045821616338503825,0.11714536560893013,1,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1
0,0.1111111111111111,0.015920398009950265,0.014747288252942532,0,0.125,0.005118200826355332,0.07989464442493421,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
0,0.4722222222222222,0.49154228855721394,0.26777059773828754,0,0.625,0.041528600155209615,0.1273046532045654,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0
0,0.08333333333333333,0.26616915422885573,0.03229863835679668,0,0.25,0.024121800945835284,0.2581211589113257,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
0,0.027777777777777776,0.45721393034825875,0.0144068774521117,0,0.5,0.02787598667426994,0.1822651448639157,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0
0,0.4305555555555555,0.6313432835820896,0.29192822524809603,0,0.375,0.05075444941324771,0.4486391571553995,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0,0.2777777777777778,0.072636815920398,0.056381260096930536,0,0.25,0.010789210789210791,0.03043605501902258,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.013888888888888888,0.01741293532338306,0.00013847219016847444,0,0.125,0.0005882529487679705,0.08252853380158032,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.861111111111111,0.7810945273631841,0.7046618970690053,1,0.625,0.06341984196061451,0.2976294995610185,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1
1,0.9722222222222222,0.5711442786069653,0.6222709439187629,0,0.25,0.04828493153464441,0.6169154228855722,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
0,0.1388888888888889,0.7985074626865671,0.11994576505885068,1,0.625,0.06268222608448908,0.30787240269242033,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
0,0.5416666666666666,0.05522388059701491,0.10212324024924994,0,0.25,0.00966055403823644,0.009950248756218916,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
0,0.6388888888888888,0.45721393034825875,0.34510731594738053,0,0.5,0.03950796714927846,0.1822651448639157,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0
0,0.08333333333333333,0.6676616915422885,0.054309946918993775,1,0.375,0.04375024117513388,0.48068481123792794,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
0,1.0,0.5825870646766169,0.6288541426263559,0,0.625,0.047343755074956216,0.18086040386303776,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1
0,0.25,0.36766169154228856,0.11992845603507962,0,0.375,0.03349882554761706,0.21597892888498688,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
0,0.986111111111111,0.8985074626865671,0.876667435956612,0,0.875,0.06957791850495715,0.20785776997366112,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1
0,0.5555555555555556,0.8263681592039801,0.4724555735056543,1,0.625,0.06564627667945999,0.3242610477026632,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0
0,0.013888888888888888,0.5104477611940298,0.0058562197092084005,1,0.125,0.018433926588433028,0.9525899912203687,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,0.8055555555555555,0.845771144278607,0.6922282483267943,1,0.75,0.06685247537797186,0.2493415276558385,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1
0,0.9722222222222222,0.8532338308457711,0.8344507269789984,1,0.75,0.06693943184301646,0.25310422676533306,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1
0,0.5833333333333333,0.06965174129353235,0.12570966997461344,0,0.25,0.011949045066122623,0.02692420251682759,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0.4722222222222222,0.12089552238805967,0.10614470343872606,0,0.125,0.012702833647039655,0.26514486391571557,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1,0.06944444444444445,0.01791044776119402,0.008694899607662128,0,0.125,0.004688015846814132,0.08340649692712909,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.3472222222222222,0.6601990049751243,0.23877798292176325,0,0.375,0.05123295324681923,0.4741000877963125,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
0,0.027777777777777776,0.6761194029850747,0.018451419339949225,1,0.375,0.036291605390317845,0.48814749780509226,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0,0.7638888888888888,0.8502487562189055,0.6505827371336257,0,0.75,0.06614608567398268,0.2515991471215352,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1
0,0.29166666666666663,0.9248756218905473,0.26520886222017076,1,0.875,0.06925014119707838,0.21949078138718175,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0
0,0.9722222222222222,0.6940298507462687,0.688627971382414,0,0.625,0.05411893311306962,0.2464149839040094,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1
0,0.8472222222222222,0.8766169154228854,0.7768924532656358,0,0.75,0.07182165750627612,0.2648940173084159,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1
0,0.5972222222222222,0.6059701492537314,0.4093930302330948,0,0.75,0.05177280776188308,0.12843346293741387,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0
0,0.6527777777777778,0.8442786069651741,0.5620240018462959,0,0.75,0.06675620516822235,0.24858898783393957,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0
0,0.06944444444444445,0.454726368159204,0.034537272097853684,0,0.5,0.031573576637954334,0.18050921861281832,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0
0,0.861111111111111,0.07512437810945272,0.178300253865682,0,0.25,0.011266558906043885,0.033362598770851626,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
0,0.2222222222222222,0.708457711442786,0.16287214401107777,1,0.5,0.05398650831622304,0.3596136962247586,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0
1,0.09722222222222221,0.7696517412935323,0.07218439879990769,1,0.5,0.05140160268915635,0.4028094820017558,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
0,0.19444444444444442,0.072636815920398,0.04080890837756751,0,0.25,0.01127044629190552,0.03043605501902258,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0.8333333333333333,0.7233830845771144,0.6271174705746595,1,0.5,0.05778084576367838,0.37014925373134333,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1
0,0.4722222222222222,0.2646766169154229,0.164297253634895,0,0.375,0.02307426479100299,0.12510974539069364,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0
0,0.6944444444444444,0.8985074626865671,0.6452688668359104,1,0.875,0.07262911287147593,0.20785776997366112,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1
0,0.5277777777777778,0.06766169154228854,0.10906415878144474,0,0.25,0.011188811188811192,0.024582967515364373,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0.9722222222222222,0.5557213930348258,0.6004500346180476,0,0.75,0.046366472794569284,0.1030979556001505,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1
0,0.5138888888888888,0.7019900497512437,0.3833083314101085,0,0.5,0.05670701559565351,0.35504828797190513,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
1,0.05555555555555555,0.6029850746268656,0.03161781675513502,1,0.25,0.035566493592244675,0.6543751829089844,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1,0.8333333333333333,0.7462686567164178,0.6641760904684976,0,0.625,0.06157309938355461,0.27714369329821475,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1
0,0.861111111111111,0.5288557213930348,0.5156358181398569,0,0.625,0.04469064554901466,0.14925373134328362,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1
0,0.013888888888888888,0.2601990049751243,0.0029540733902607887,1,0.125,0.009376031693628259,0.5109745390693591,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.5,0.6064676616915423,0.3272732517885991,0,0.75,0.04896483866440948,0.12868430954471344,1,1,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0
0,0.611111111111111,0.021393034825870627,0.1023251788599123,0,0.125,0.007880188481046851,0.08955223880597013,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0.7638888888888888,0.8134328358208955,0.6335679667666744,1,0.625,0.06424948442115826,0.31665203394790753,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1
0,1.0,0.86318407960199,0.8736441264712671,0,0.75,0.06827565990362158,0.2581211589113257,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1
0,0.16666666666666666,0.015422885572139305,0.024324948072928686,1,0.125,0.006106933673787423,0.07901668129938544,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0.18055555555555555,0.12537313432835823,0.0433071774751904,0,0.125,0.013661874606080617,0.2730465320456541,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0.013888888888888888,0.7129353233830846,0.008204477267482115,1,0.375,0.025763078123593148,0.5206321334503952,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
0,0.20833333333333331,0.02288557213930348,0.03198130625432726,0,0.125,0.006708634712926559,0.09218612818261634,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0,0.9027777777777777,0.6626865671641791,0.6277867528271406,0,0.875,0.05296568433517323,0.10381913959613692,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1
0,0.16666666666666666,0.14825870646766165,0.049151857835218096,0,0.25,0.018028059758003635,0.11940298507462682,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
0,1.0,0.7338308457711442,0.7804465728132933,0,1.0,0.06030637009530537,0.09033265047312455,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1
0,1.0,0.7119402985074627,0.7490941610893146,0,1.0,0.05762543647192951,0.08174812213442595,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1
0,1.0,0.9706467661691541,0.975963535656589,0,1.0,0.07702495634766787,0.18320163886450108,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1
0,0.7222222222222222,0.6656716417910448,0.5126990537733672,0,0.875,0.05402504208885295,0.10513608428446009,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1
0,0.027777777777777776,0.06567164179104479,0.004984998846065082,0,0.25,0.00827155676941085,0.022241732513901102,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.06944444444444445,0.45870646766169143,0.03852411723978768,0,0.5,0.03572136018487951,0.18331870061457417,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0
0,0.9444444444444444,0.02238805970149252,0.16225478882991,0,0.125,0.008260073570765868,0.09130816505706763,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0.861111111111111,0.8149253731343283,0.7379240710823909,1,0.625,0.06671554482713282,0.3175299970734563,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1
0,1.0,0.6746268656716418,0.7259231479344564,0,0.875,0.055644091342839076,0.1090869183494293,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1
0,0.013888888888888888,0.32388059701492533,0.0036925917378259863,1,0.25,0.011681022839821122,0.3260169739537606,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.9166666666666666,0.7039800995024875,0.6784906531271637,0,0.625,0.056800364455223226,0.2522680714076676,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1
0,1.0,0.46318407960199004,0.5424590353104085,0,0.75,0.03995614004432866,0.05644048664241813,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1
0,0.3611111111111111,0.015422885572139305,0.05060004615739673,0,0.125,0.005585068246012453,0.07901668129938544,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0.8888888888888888,0.7477611940298508,0.6696861297022848,0,0.625,0.05790606884037061,0.27802165642376364,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
1,0.2777777777777778,0.5512437810945274,0.1667089776136626,1,0.25,0.04358388392723157,0.5935030728709395,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
0,0.041666666666666664,0.7646766169154228,0.03330256173551812,1,0.5,0.048740958612203254,0.39929762949956105,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
0,0.3055555555555555,0.7601990049751244,0.24068197553657977,1,0.5,0.059295062094091786,0.39613696224758566,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
0,0.05555555555555555,0.6203980099502486,0.034658435264251095,1,0.375,0.039362525886131046,0.4389815627743634,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
0,0.861111111111111,0.2064676616915423,0.2675571197784445,0,0.25,0.020110361741263027,0.18788410886742757,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1
0,0.06944444444444445,0.02238805970149252,0.009866143549503808,0,0.125,0.005906539812119212,0.09130816505706763,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0,0.8194444444444444,0.6696517412935323,0.5845661204708054,1,0.375,0.05442720369758997,0.4824407374890255,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
0,0.041666666666666664,0.08109452736318407,0.01182206323563351,0,0.25,0.015219544404093763,0.04038630377524144,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
0,1.0,0.7955223880597015,0.807419801523194,0,0.75,0.06261284132999108,0.2240060203185752,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1
0,0.7916666666666666,0.7890547263681591,0.6438033694899608,0,0.625,0.06290746400262459,0.302311969563945,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1
0,0.9166666666666666,0.01691542288557213,0.14427648280636973,0,0.125,0.007029112070429089,0.0816505706760316,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
0,0.8333333333333333,0.32388059701492533,0.34717285945072696,1,0.375,0.02913377342421176,0.17734855136084282,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1
0,0.625,0.8104477611940298,0.5326044311100855,0,0.625,0.06595401239924474,0.3148961076968101,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0
0,0.041666666666666664,0.16467661691542285,0.010979690745441958,0,0.125,0.013904979141030643,0.34240561896400346,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
0,0.20833333333333331,0.8641791044776118,0.18046965151165476,1,0.75,0.06463954500435189,0.25862285212592506,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0
0,0.7083333333333333,0.41691542288557215,0.35289637664435725,0,0.625,0.03600809886712825,0.08340649692712909,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
0,0.8333333333333333,0.4626865671641791,0.4639626125086545,0,0.625,0.04108501081694638,0.11033069944395668,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1
0,0.4583333333333333,0.3621890547263681,0.18998384491114703,0,0.375,0.02866338407868325,0.21115013169446883,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.1388888888888889,0.9139303482587063,0.1182206323563351,1,0.875,0.06170325967438728,0.2146619841966637,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
1,0.3611111111111111,0.010447761194029848,0.05601200092314794,0,0.125,0.006836272930693533,0.07023705004389819,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
0,0.08333333333333333,0.6532338308457711,0.055244634202630975,1,0.375,0.04458374243781971,0.46795434591747154,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
0,0.9305555555555555,0.9253731343283581,0.8646261250865451,0,0.875,0.07295448807693192,0.21971027216856892,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1
0,0.6805555555555555,0.17462686567164176,0.20346180475421188,0,0.25,0.019056994507638286,0.15042434884401518,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1
0,0.013888888888888888,0.01791044776119402,0.0001442418647588273,0,0.125,0.0006062606920976023,0.08340649692712909,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,0.09722222222222221,0.6577114427860695,0.06818024463420264,0,0.375,0.04827725922146524,0.47190517998244075,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
1,0.375,0.917910447761194,0.3275790445418878,0,0.875,0.0668979089579948,0.2164179104477612,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0
0,0.5138888888888888,0.7258706467661692,0.3725767366720517,0,0.375,0.05494415230127904,0.5320456540825286,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
0,0.875,0.8189054726368158,0.7150415416570506,1,0.75,0.06333792280680695,0.23579581086165813,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
0,0.4305555555555555,0.7069651741293532,0.3235864297253635,0,0.625,0.05692997989135329,0.25402399765876504,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0
0,0.6944444444444444,0.8517412935323382,0.576863604892684,1,0.75,0.06425657150221654,0.25235168694343413,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1
1,0.4444444444444444,0.6253731343283582,0.30007500576967455,0,0.375,0.05055701224253703,0.44337137840210705,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
0,0.013888888888888888,0.06318407960199005,0.00066928225248096,1,0.0,0.0022449653350940903,0.595258999122037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.875,0.6263681592039801,0.5707708285252712,0,0.375,0.04926655962063689,0.44424934152765594,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1
0,0.41666666666666663,0.7567164179104477,0.3070505423494115,0,0.625,0.05565012310132068,0.28328943517705596,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0
0,0.986111111111111,0.9736318407960197,0.9568139856912069,0,1.0,0.07652640635473254,0.18437225636523263,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1
0,0.736111111111111,0.8686567164179103,0.6535252711747057,0,0.75,0.06918108119824859,0.26088047159162164,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1
0,0.16666666666666666,0.8024875621890547,0.12718093699515348,1,0.625,0.055495247571840524,0.31021363769388355,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0
0,0.6944444444444444,0.7577114427860697,0.5649780752365566,0,0.625,0.06280182831558748,0.28387474392742174,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1
0,0.027777777777777776,0.01243781094527363,0.0010096930533117932,0,0.125,0.0,0.07374890254609306,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0.125,0.7965174129353233,0.10439649203784908,1,0.625,0.059905759476574935,0.30670178519168867,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
0,0.2361111111111111,0.7522388059701491,0.18542003231017773,1,0.5,0.05843912882539494,0.39051799824407374,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
0,0.7777777777777777,0.8691542288557214,0.6981133164089545,0,0.75,0.07007476372735014,0.2611313181989213,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1
0,0.9305555555555555,0.6278606965174128,0.6207939072236326,0,0.75,0.05057139275770935,0.13947071365859776,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1
1,0.125,0.818407960199005,0.10383106392799447,1,0.625,0.059552807707314165,0.31957857769973663,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
0,0.05555555555555555,0.37960199004975126,0.024930763904915762,0,0.25,0.027218103784627395,0.3915715539947323,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
0,0.2638888888888889,0.4686567164179104,0.13997807523655664,0,0.5,0.037750832858129,0.19034240561896398,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0
